capacity_1e4_m3_d,CH4_1e4_m3_yr,tier
2.0,5.164293750000001,II
2.5,6.516846875,II
1.0,0.614796875,III
1.5,3.7256690625,III
1.0,2.483779375,III
1.0,0.24591875,III
12.0,38.0682225,I
4.0,18.88656,II
8.0,36.39597500000001,I
1.5,2.139493125,III
2.0,2.75429,II
1.0,3.073984375,III
3.0,8.779299374999999,II
1.5,3.2092396874999993,III
1.0,1.2787775000000001,III
2.0,4.08225125,II
4.0,4.918375,II
1.0,1.96735,III
1.0,1.9181662500000003,III
5.0,12.787775000000002,I
1.0,1.6722474999999999,III
0.5,0.2828065625,III
8.0,25.575549999999996,I
1.0,0.0,III
1.5,0.7883452500000002,III
0.75,1.5124003125,III
0.75,0.75620015625,III
9.0,26.337898124999995,I
0.75,1.5387487499999999,III
0.75,0.79308796875,III
1.0,1.208515,III
2.0,9.29572875,II
1.5,5.127405937500001,III
3.0,1.9771867499999998,II
1.0,1.377145,III
1.5,1.9550540625000001,III
2.0,3.1969437499999995,II
8.0,26.53112,I
1.0,1.22959375,III
4.0,5.50858,II
8.0,34.035154999999996,I
1.0,1.5738800000000002,III
0.3,0.6492254999999999,III
0.2,0.4918375,III
2.0,9.44328,II
1.0,2.7788818749999997,III
0.6,1.6083086249999998,III
1.0,1.7460231249999998,III
0.75,1.844390625,III
0.5,0.32461275000000006,III
0.75,1.844390625,III
0.5,0.4918375,III
1.0,0.14509206250000015,III
8.0,35.80577,I
1.0,1.2541856249999999,III
6.0,15.345330000000002,I
8.0,14.6146,I
4.0,4.0330675000000005,II
1.5,2.7296981249999996,III
3.0,4.942966875,II
2.0,2.6559225,II
1.0,0.09098993750000008,III
0.5,0.36150056250000007,III
1.0,0.983675,III
2.0,4.32817,II
1.0,0.42642311250000003,III
1.0,0.983675,III
2.0,3.0985762500000003,II
2.0,2.0165337500000002,II
2.0,5.164293750000001,II
2.0,4.2298025,II
1.0,2.5821468750000003,III
1.0,0.5508580000000001,III
0.75,0.12910734375,III
30.0,308.5929,I
20.0,201.23180000000002,I
20.0,161.8848,I
3.0,17.284574999999997,II
3.0,28.49847,II
0.5,2.4152734375,III
2.5,17.846675,II
5.0,32.46127499999999,I
4.0,15.62638,II
4.0,26.306279999999997,II
2.0,14.38976,II
10.0,205.1665,I
17.0,229.3368,I
16.0,265.715912,I
14.0,103.7777125,I
10.0,116.3547,I
8.0,72.39848,I
6.0,60.538169999999994,I
15.0,279.08265,I
3.0,40.30257,II
3.0,20.825805,II
1.0,8.515815,III
2.0,7.02625,II
10.0,89.65495000000001,I
4.0,36.536500000000004,II
2.0,13.602820000000001,II
2.0,20.612206999999998,II
10.0,68.0141,I
15.0,174.53205000000003,I
3.0,45.816771,II
3.0,49.745850000000004,II
1.0,13.237455000000002,III
7.0,69.05398500000001,I
8.0,60.20091000000001,I
20.0,169.1921,I
5.0,18.619562500000004,I
10.0,65.7657,I
4.0,35.29988,II
7.5,39.838837500000004,I
8.0,60.98785,I
2.5,21.851637500000002,II
3.0,33.473055,II
2.0,26.812170000000002,II
5.0,37.660700000000006,I
4.0,37.098600000000005,II
6.0,39.543735,I
8.0,69.84092499999998,I
8.0,40.156424,I
2.0,8.71255,II
4.0,10.230220000000001,II
7.0,31.502191875,I
4.0,19.56108,II
2.0,10.736109999999998,II
4.0,7.08246,II
8.0,41.145720000000004,I
6.0,25.96902,I
8.0,86.56340000000002,I
12.0,56.7018375,I
4.0,49.4648,II
4.0,25.080902000000005,II
3.0,11.140119375000001,II
4.0,43.73138,II
6.0,41.820240000000005,I
7.5,60.0744375,I
25.0,541.0212499999999,I
12.0,151.09248,I
10.0,61.2689,I
5.0,36.81755,I
4.0,17.087840000000003,II
10.0,94.92463750000002,I
3.0,29.257305000000006,II
2.0,14.6146,II
12.0,74.6609325,I
5.0,41.17382500000001,I
4.0,31.4776,II
4.0,66.32779999999998,II
0.3,3.4822095,III
1.0,10.62369,III
0.3,2.1078749999999995,III
0.08,0.8498952000000001,III
2.0,16.01985,II
0.5,6.042575000000001,III
0.5,5.480475,III
2.0,16.862999999999996,II
1.5,4.637325000000001,III
10.6,168.916671,I
8.0,100.72832000000001,I
12.0,128.83332000000001,I
6.0,43.33791,I
3.0,19.03411125,II
4.0,35.117197499999996,II
6.0,61.971525,I
8.0,73.97236000000001,I
3.5,17.509415,II
10.0,94.43280000000001,I
5.0,44.75721250000001,I
6.0,92.7465,I
5.0,31.758649999999996,I
2.0,19.89834,II
5.0,44.82747500000001,I
3.0,31.53381,II
20.0,114.527875,I
6.0,17.03163,I
2.0,3.09155,II
6.0,14.33355,I
2.0,14.33355,II
4.0,9.5557,II
4.0,21.472219999999997,II
3.0,9.61191,II
8.0,24.507559999999998,I
3.0,9.358965,II
5.0,25.32963125,I
3.0,7.504035000000001,II
4.0,8.223523000000002,II
4.0,18.984927499999998,II
2.0,8.1645025,II
4.0,31.280865000000002,II
4.0,21.345747499999998,II
6.0,49.577220000000004,I
12.0,77.316855,I
3.0,20.572860000000002,II
3.0,17.042169375,II
5.0,27.665859375,I
4.0,25.0837125,II
4.0,36.19924,II
4.0,23.21473,II
5.0,30.07235,I
2.0,7.6586125,II
4.0,35.974399999999996,II
1.0,4.131435,III
4.0,49.352380000000004,II
4.0,49.352380000000004,II
2.0,19.6735,II
8.0,47.019665,I
9.0,53.11845,I
4.0,26.9808,II
4.0,28.32984,II
2.0,37.43586,II
4.0,24.788610000000002,II
2.0,14.0525,II
5.0,28.0347375,I
5.0,31.846478124999994,I
2.5,17.7764125,II
1.0,6.7452,III
1.0,4.637325000000001,III
2.0,14.16492,II
0.8,1.46146,III
6.0,37.625568750000006,I
4.0,16.862999999999996,II
3.0,8.26287,II
4.0,32.714220000000005,II
4.0,25.96902,II
1.0,5.50858,III
1.5,8.8109175,III
15.0,88.10917500000001,I
5.0,31.056024999999995,I
4.0,19.968602500000003,II
5.0,34.8502,I
3.0,28.245524999999994,II
3.0,24.029775,II
3.0,24.95724,II
6.0,34.23189,I
2.0,11.45981375,II
2.0,10.455060000000001,II
4.0,26.08144,II
8.0,68.80104,I
8.0,78.46916,I
2.0,12.281885,II
2.0,18.71793,II
3.0,26.221965,II
4.0,17.509415,II
4.0,25.856600000000004,II
3.0,14.417865000000003,II
6.0,45.69873,I
4.0,21.9359525,II
2.0,18.049031,II
6.0,44.85558,I
4.0,20.123179999999998,II
4.0,23.608200000000004,II
5.0,37.660700000000006,I
3.0,21.331695,II
3.0,22.42779,II
3.0,27.486690000000003,II
5.0,44.968,I
4.0,21.472219999999997,II
2.0,13.2796125,II
2.0,10.328587500000001,II
3.0,20.2356,II
8.0,43.084965000000004,I
2.5,18.549300000000002,II
7.5,33.9367875,I
4.0,16.75058,II
4.0,38.2228,II
5.0,18.075028125000003,I
5.0,29.931825,I
3.0,18.380670000000002,II
3.0,24.95724,II
3.0,9.61191,II
6.0,44.85558,I
4.0,25.4771825,II
4.0,26.19386,II
4.0,49.4648,II
1.5,29.341620000000002,III
4.0,29.90372,II
2.0,24.170300000000005,II
4.0,31.92728,II
6.0,34.40052,I
8.0,61.60616000000001,I
8.0,43.618959999999994,I
4.0,18.99898,II
2.0,13.673082499999998,II
5.0,55.226325,I
6.0,56.65968,I
10.0,75.8835,I
1.5,12.394305000000001,III
1.5,6.04960125,III
1.5,14.0384475,III
3.0,18.127725,II
3.0,22.748186999999998,II
8.0,50.364160000000005,I
4.0,25.2945,II
4.0,23.833040000000004,II
3.0,20.74149,II
3.0,10.065103125000002,II
4.0,22.03432,II
4.0,18.212040000000002,II
2.5,14.484614375,II
4.0,25.2945,II
4.0,25.952156999999996,II
4.0,11.804100000000002,II
6.0,45.530100000000004,I
3.0,27.31806,II
40.0,242.82719999999995,I
10.0,50.87005,I
30.0,200.6697,I
10.0,83.47185,I
3.5,25.673917500000005,II
10.0,96.96225,I
3.0,26.854327499999997,II
2.0,9.21844,II
2.0,13.65903,II
3.0,21.331695,II
3.0,22.42779,II
5.0,42.1575,I
5.0,51.99425,I
1.0,9.274650000000001,III
5.0,28.38605,I
3.0,39.96531,II
8.0,58.4584,I
15.0,84.315,I
2.5,18.970875,II
2.5,15.45775,II
2.5,16.160375,II
2.5,17.565624999999997,II
4.0,31.4776,II
2.5,20.376125,II
20.0,134.3419,I
20.0,163.009,I
1.0,8.431499999999998,III
10.0,53.11845,I
2.0,10.79232,II
3.0,26.9808,II
2.0,13.4904,II
1.5,12.225675,III
1.0,9.5557,III
2.0,16.3009,II
2.0,16.3009,II
2.0,16.3009,II
2.0,9.59083125,II
2.0,16.3009,II
1.0,7.335405000000001,III
15.0,147.972825,I
10.0,78.694,I
3.0,24.45135,II
2.0,17.987199999999998,II
2.0,16.862999999999996,II
3.0,24.45135,II
2.0,13.4904,II
2.0,19.6735,II
4.0,32.6018,II
10.0,65.7657,I
10.0,60.70679999999999,I
2.0,19.6735,II
2.0,14.0525,II
3.0,21.07875,II
3.0,0.0,II
2.0,15.064279999999998,II
5.0,42.1575,I
6.0,48.9027,I
2.5,17.565624999999997,II
3.0,14.90267625,II
15.0,105.39375,I
15.0,105.39375,I
5.0,42.1575,I
2.0,17.4251,II
3.0,4.215749999999999,II
2.0,13.4904,II
3.0,25.2945,II
3.0,21.07875,II
3.0,25.2945,II
5.0,20.288296875,I
5.0,17.460231249999996,I
2.5,24.591875,II
10.0,38.363325,I
15.0,63.07815937499999,I
2.0,11.242,II
5.0,33.72599999999999,I
3.0,24.45135,II
4.0,40.4712,II
5.0,40.75225,I
10.0,0.0,I
2.0,12.928300000000002,II
2.5,21.07875,II
10.0,73.91615,I
7.0,36.002505,I
3.0,22.765050000000002,II
5.0,30.24800625,I
1.0,8.15045,III
1.0,7.3073,III
5.0,37.94175,I
16.0,123.54958,I
8.0,78.694,I
3.0,26.053334999999997,II
2.0,19.6735,II
3.0,13.574715000000003,II
5.0,17.75533375,I
3.0,20.878501874999998,II
5.0,39.206475000000005,I
4.5,23.571312187500002,II
13.0,91.34125,I
6.0,50.589,I
2.0,18.549300000000002,II
2.5,30.9155,II
3.0,37.098600000000005,II
8.0,43.16928,I
2.5,20.376125,II
3.0,21.39493125,II
1.0,8.431499999999998,III
1.0,8.15045,III
2.0,15.176699999999997,II
1.5,12.225675,III
20.0,140.52499999999998,I
2.0,16.3009,II
2.5,20.376125,II
3.0,25.2945,II
3.0,21.07875,II
3.0,21.07875,II
2.5,21.07875,II
3.0,26.13765,II
2.0,19.6735,II
3.0,24.872925000000002,II
2.0,17.987199999999998,II
3.0,21.07875,II
8.0,60.70679999999999,I
10.0,84.315,I
1.0,9.83675,III
2.0,18.549300000000002,II
3.0,25.2945,II
2.0,19.1114,II
2.0,18.94277,II
2.5,14.0525,II
2.0,13.4904,II
1.5,8.431499999999998,III
1.5,10.539375,III
1.25,9.4854375,III
1.5,11.382525000000001,III
1.0,5.0589,III
2.0,13.4904,II
2.5,13.349875,II
5.0,35.131249999999994,I
5.0,31.056024999999995,I
7.0,49.18375,I
2.5,20.376125,II
2.5,23.88925,II
2.5,20.376125,II
3.0,24.45135,II
4.0,27.093220000000002,II
3.0,20.2356,II
3.0,20.2356,II
3.0,29.51025,II
10.0,79.67767500000001,I
7.5,26.7436640625,I
2.5,16.862999999999996,II
2.0,13.771449999999998,II
2.0,21.9219,II
2.0,19.6735,II
2.0,11.242,II
2.0,15.176699999999997,II
2.0,17.4251,II
3.0,18.549300000000002,II
2.0,12.928300000000002,II
3.0,20.21452125,II
10.0,25.575550000000003,I
2.0,8.5579725,II
1.5,8.8109175,III
18.0,67.28336999999999,I
14.0,43.03578125,I
20.0,79.565255,I
30.0,133.2177,I
12.0,57.3342,I
16.0,67.45199999999998,I
10.0,37.098600000000005,I
4.0,6.40794,II
17.0,53.034135,I
3.0,7.9677675,II
4.0,21.58464,II
4.0,20.505408000000003,II
7.0,37.77312,I
7.0,37.77312,I
12.0,64.75392,I
5.0,35.552825,I
2.0,15.806251999999999,II
1.0,3.513125,III
3.0,9.371612250000002,II
2.5,6.3324078125,II
4.0,21.573398,II
2.0,9.49949,II
2.0,5.50858,II
2.0,5.36102875,II
4.0,5.0589,II
1.2,2.0994435,III
0.3,0.15699453,III
2.0,0.9246544999999996,II
2.0,2.164085,II
10.0,26.87540625,I
1.0,2.6418699999999995,III
0.8,1.3456674000000002,III
1.0,3.07047125,III
1.0,2.0558807500000005,III
1.5,4.805955,III
1.0,2.2961785,III
1.0,3.175865,III
2.0,7.64456,II
2.0,6.23931,II
1.0,2.58987575,III
4.5,41.98887,II
1.0,2.9369725000000004,III
10.0,48.05955,I
10.0,39.62805,I
10.0,42.298025,I
1.2,6.5681385,III
8.0,25.575549999999996,I
8.0,20.657175000000002,I
2.0,2.8105,II
3.0,5.311845,II
2.0,5.410212500000001,II
2.5,7.0701640625,II
1.0,1.7621835000000003,III
5.0,23.608200000000004,I
4.0,21.58464,II
5.5,29.67888,I
10.0,47.21640000000001,I
10.0,53.9616,I
5.0,23.608200000000004,I
5.0,23.608200000000004,I
2.0,6.7452,II
15.0,80.9424,I
5.0,23.608200000000004,I
1.0,5.39616,III
1.0,4.72164,III
2.0,9.44328,II
0.5,1.6863,III
2.0,9.44328,II
2.0,9.44328,II
4.0,20.505408000000003,II
2.0,10.79232,II
2.0,9.44328,II
10.0,47.21640000000001,I
4.0,21.58464,II
4.0,21.58464,II
2.0,10.252704000000001,II
2.0,10.79232,II
3.0,14.164919999999999,II
1.5,8.09424,III
1.0,3.3726,III
1.5,7.082459999999999,III
1.0,3.3726,III
3.0,16.18848,II
10.0,47.21640000000001,I
1.5,7.082459999999999,III
5.0,23.608200000000004,I
2.0,6.7452,II
2.0,9.44328,II
3.0,14.164919999999999,II
2.0,9.44328,II
2.5,8.431499999999998,II
3.0,14.164919999999999,II
2.0,9.44328,II
10.0,47.21640000000001,I
4.0,18.88656,II
3.0,16.18848,II
2.0,9.44328,II
2.0,10.79232,II
2.0,9.44328,II
2.0,9.44328,II
12.0,56.659679999999994,I
4.5,24.282719999999998,II
3.0,14.164919999999999,II
2.0,6.7452,II
2.5,8.431499999999998,II
1.0,3.3726,III
1.0,3.3726,III
1.0,3.3726,III
1.0,3.3726,III
1.0,5.39616,III
10.0,53.9616,I
10.0,53.9616,I
3.0,14.164919999999999,II
2.0,9.44328,II
1.0,5.39616,III
2.0,9.44328,II
1.0,5.39616,III
2.0,9.44328,II
1.0,3.3726,III
1.0,5.39616,III
1.0,5.39616,III
5.0,23.608200000000004,I
2.5,11.804100000000002,II
5.0,23.608200000000004,I
2.5,11.804100000000002,II
2.0,10.79232,II
3.0,14.164919999999999,II
2.0,10.79232,II
4.0,20.505408000000003,II
3.0,15.379056000000002,II
1.0,5.126352000000001,III
2.0,6.7452,II
2.0,9.44328,II
1.0,5.39616,III
1.0,4.72164,III
2.0,9.44328,II
2.5,8.431499999999998,II
22.0,87.80001999999999,I
22.0,83.410019,I
20.0,79.81820000000002,I
56.0,239.22976,I
33.0,214.244415,I
22.0,87.80001999999999,I
20.0,42.1575,I
30.0,96.96225,I
20.0,46.092200000000005,I
20.0,22.484,I
5.0,15.45775,I
3.0,13.153139999999999,II
15.0,45.530100000000004,I
10.0,19.1816625,I
5.0,5.729906874999998,I
2.0,9.29572875,II
1.0,0.0,III
1.1,0.008115318749999923,III
1.6,5.306224,III
1.0,12.271345625,III
2.0,4.215749999999999,II
4.9,0.0,II
10.0,30.9155,I
9.9,32.554021500000005,I
20.0,113.5442,I
4.9,20.106317,II
2.5,0.7237037499999999,II
0.13,0.36079793750000005,III
7.5,47.258557499999995,I
5.5,41.851858125,I
10.0,69.68634750000001,I
3.0,6.91383,II
5.0,17.3548375,I
0.5,0.0368878125,III
4.0,9.505111,II
2.0,5.233150999999999,II
3.0,2.5071065249999993,II
20.0,37.379650000000005,I
4.0,17.621835,II
4.0,7.8694,II
10.0,23.32715,I
0.6,5.640673499999999,III
2.0,0.0,II
2.0,1.7425100000000002,II
4.0,6.845815900000002,II
10.0,34.709675,I
2.5,9.9070125,II
10.0,22.20295,I
10.0,55.36685,I
2.0,4.72164,II
0.3,0.12910734375,III
30.0,344.84835000000004,I
35.0,380.43630625,I
6.0,16.340247,I
73.6,519.2005280000001,I
8.0,42.045080000000006,I
8.0,60.03228000000001,I
10.0,46.7245625,I
20.0,41.0333,I
4.0,26.86838,II
20.0,173.548375,I
20.0,14.853492499999998,I
3.0,43.15874062500001,II
12.0,57.67146000000001,I
20.0,74.75930000000001,I
15.0,61.128375,I
40.0,60.42575,I
15.0,80.9424,I
15.0,120.148875,I
24.0,196.95983999999999,I
5.0,21.869203125,I
12.5,40.75225,I
15.0,35.83387499999999,I
3.0,3.9729228,II
5.0,22.062425000000005,I
5.0,17.987199999999998,I
10.0,24.7324,I
4.0,4.0370022,II
4.0,5.980744000000001,II
20.0,80.3803,I
25.0,139.11974999999998,I
10.0,58.73945,I
3.0,13.058285624999998,II
5.0,18.075028125000003,I
5.0,11.804100000000002,I
1.8,9.900267300000001,III
3.0,14.17756725,II
5.0,17.8888325,I
8.0,38.44764,I
5.5,29.988035000000004,I
3.0,16.18848,II
3.0,11.551155,II
5.0,14.551363750000002,I
4.0,9.89296,II
3.5,14.39116525,II
3.5,16.52574,II
4.0,14.755125,II
0.1,0.2265965625,III
1.5,2.5231263750000004,III
11.0,0.0,I
3.25,0.0,II
2.5,5.533171875,II
1.25,6.7452,III
1.0,1.4951860000000003,III
3.5,2.6436265625,II
2.0,3.0353399999999997,II
0.25,0.31618125,III
1.5,2.287044375,III
1.0,0.467245625,III
1.5,1.321637625,III
1.5,2.6928103125000002,III
10.0,9.358965,I
10.0,19.1114,I
2.9,3.243879100000001,II
10.0,15.752852500000003,I
10.0,51.26352,I
10.0,28.105,I
5.0,13.616872500000001,I
2.5,3.513125,II
16.0,43.57399200000001,I
2.1,2.0775216000000003,II
2.0,3.59744,II
5.0,12.3662,I
5.0,9.098993750000002,I
2.0,12.175086,II
1.0,5.39616,III
1.3,1.59664505,III
1.0,2.80347375,III
1.0,2.52945,III
5.0,13.483373749999998,I
2.5,1.4755125000000002,II
5.0,6.042575000000001,I
4.0,5.0589,II
1.0,1.152305,III
4.0,5.0589,II
1.0,2.11490125,III
1.0,0.8090726875000002,III
5.0,8.290974999999998,I
10.0,16.820842499999998,I
1.5,9.531810749999998,III
4.0,4.94648,II
2.0,1.53256565,II
2.0,2.19219,II
0.5,1.450920625,III
2.0,10.79232,II
3.0,16.18848,II
2.0,10.79232,II
11.0,50.515927000000005,I
1.5,6.566030625,III
4.9,14.521994025000001,II
6.0,21.75327,I
6.0,18.549300000000002,I
8.0,43.16928,I
6.0,15.935535,I
10.0,34.92046249999999,I
3.0,10.79232,II
3.0,11.551155,II
1.0,3.49766725,III
2.0,10.252704000000001,II
0.5,0.6762765625000001,III
1.0,1.9223820000000003,III
5.0,15.88635125,I
5.0,8.276922500000001,I
0.1,0.1377145,III
0.4,1.090474,III
0.5,1.433355,III
0.2,0.275429,III
0.5,2.2624525,III
0.3,0.8684445,III
20.0,81.1531875,I
4.0,10.1178,II
0.5,0.509403125,III
4.0,16.132270000000002,II
8.0,29.706984999999996,I
0.25,0.6393887500000001,III
0.5,0.9959709375,III
10.1,43.714517,I
4.0,8.9514425,II
0.5,0.9713790625,III
8.0,20.460440000000002,I
0.4,2.1359800000000004,III
0.4,1.8689825,III
0.2,0.7869400000000001,III
0.2,0.6674937500000001,III
0.2,1.0679900000000002,III
5.0,9.59083125,I
0.5,3.20397,III
0.5,3.20397,III
0.5,3.3726,III
0.1,0.28104999999999997,III
8.0,29.476523999999998,I
0.8,4.316928000000001,III
0.8,1.7762360000000001,III
0.15,0.31618125,III
0.3,0.8853075,III
1.0,1.0483165,III
0.3,0.5480475,III
0.3,0.33726,III
0.3,1.8022331250000003,III
0.3,0.5480475,III
2.0,5.459396249999999,II
0.3,1.18041,III
9.5,37.1126525,I
2.0,6.0341435,II
3.0,9.812158125,II
5.0,12.172978125000002,I
5.0,17.14405,I
5.0,14.2632875,I
6.0,14.460022500000001,I
5.0,6.393887499999999,I
2.0,8.016951250000002,II
8.0,20.291809999999998,I
2.0,2.6699750000000004,II
3.0,8.178555000000001,II
5.0,8.60715625,I
1.5,2.3128658437499996,III
2.0,2.8105,II
1.5,2.3989725375000006,III
1.0,5.452369999999999,III
8.0,22.484,I
10.0,47.7785,I
20.0,84.315,I
3.0,10.4129025,II
3.0,10.01240625,II
2.0,8.65634,II
3.0,10.455060000000001,II
4.0,12.602281999999999,II
4.0,16.033902500000003,II
2.0,6.5681385,II
3.0,9.074401875,II
2.0,6.087543,II
2.0,2.63484375,II
1.0,6.7452,III
6.0,26.9808,I
7.0,25.96902,I
1.0,3.68878125,III
2.0,1.6863,II
1.0,0.3400705,III
3.0,10.47613875,II
2.0,9.44328,II
4.0,2.2483999999999997,II
1.0,2.388925,III
3.0,11.133795749999999,II
3.0,11.133795749999999,II
1.0,3.794174999999999,III
2.0,7.208932500000001,II
1.0,3.0493924999999997,III
2.0,5.016742499999999,II
3.0,9.664606875,II
1.0,1.62306375,III
1.0,2.8526575000000003,III
0.5,1.3209349999999997,III
0.5,0.0,III
4.0,16.660644,II
2.0,8.330322,II
2.0,6.781736499999999,II
3.0,12.98451,II
2.0,6.6889899999999995,II
0.15,0.5986365,III
5.0,3.457617625000001,I
5.0,0.0,I
2.0,3.428810000000001,II
2.0,3.26018,II
1.0,0.983675,III
2.0,2.8526575000000003,II
1.0,1.91114,III
5.0,10.01240625,I
2.0,2.1247380000000002,II
5.0,2.1078749999999995,I
4.0,0.0,II
5.0,0.0,I
8.0,20.910120000000003,I
1.5,8.09424,III
5.0,9.682172500000002,I
8.0,25.856600000000004,I
3.0,6.85059375,II
1.5,8.515815,III
1.0,5.39616,III
5.0,26.9808,I
1.5,8.09424,III
1.0,5.39616,III
2.0,10.79232,II
4.0,21.58464,II
1.0,5.39616,III
4.0,8.5579725,II
4.0,8.3612375,II
2.0,2.6559225,II
4.0,10.679900000000002,II
1.0,0.0,III
3.0,0.0,II
1.0,0.3172351875000002,III
1.0,0.37133731249999985,III
2.0,2.75429,II
2.0,10.79232,II
1.5,0.0,III
1.0,0.1742510000000001,III
2.0,1.9476764999999996,II
3.0,3.9628050000000004,II
6.0,10.455060000000001,I
1.0,0.07307300000000004,III
1.0,0.01967350000000008,III
1.0,0.0,III
5.0,10.258325,I
20.0,32.6018,I
2.0,3.6395975,II
4.0,13.563472999999998,II
5.0,12.418896875000002,I
10.0,26.9808,I
8.0,24.507559999999998,I
15.0,44.054587500000004,I
3.0,10.18103625,II
4.0,2.7093219999999993,II
5.0,14.417865000000003,I
5.0,18.268250000000002,I
5.0,16.722475,I
5.0,8.572025,I
12.0,17.53752,I
10.0,29.102727500000004,I
10.0,26.9808,I
1.0,1.7087839999999996,III
3.0,6.5681385,II
1.5,3.4674543749999995,III
4.0,24.95724,II
12.0,44.214786,I
3.0,15.779552250000002,II
5.0,11.382525000000001,I
2.49,2.4000138277499996,II
10.0,47.7785,I
4.0,5.84584,II
12.0,17.53752,I
4.0,2.7093219999999993,II
4.0,16.91921,II
6.0,18.262628999999997,I
2.6,7.3073,II
4.0,2.7660941000000006,II
4.0,11.579260000000001,II
7.0,22.42779,I
6.0,20.066969999999998,I
6.0,10.893498000000003,I
40.0,40.583619999999996,I
10.0,24.591875,I
10.0,30.73984375,I
20.0,32.6018,I
10.0,37.379650000000005,I
10.0,28.948149999999995,I
2.0,6.014469999999999,II
1.0,3.3444949999999998,III
5.0,16.01985,I
2.0,5.980744000000001,II
5.0,8.976034375,I
3.0,9.074401875,II
1.0,2.2483999999999997,III
1.0,3.1477600000000003,III
2.0,6.070679999999999,II
2.0,10.79232,II
10.0,38.180642500000005,I
3.0,8.431499999999998,II
3.0,9.29572875,II
3.0,14.164919999999999,II
4.0,9.7383825,II
7.0,35.884464,I
7.0,24.198405,I
4.0,22.70884,II
4.0,12.47862,II
1.0,3.456915,III
4.0,12.388684,II
4.0,11.01716,II
1.0,2.3362281250000003,III
10.0,35.131249999999994,I
6.0,0.0,I
6.0,12.984509999999998,I
2.0,3.87849,II
2.0,9.21844,II
1.0,4.60922,III
1.0,4.72164,III
2.0,5.164293750000001,II
2.0,5.8036825,II
0.4,1.07220575,III
0.3,0.4468695,III
0.2,0.432817,III
0.3,0.5459396249999999,III
6.0,10.1178,I
7.5,16.441425,I
26.0,65.7657,I
12.0,68.80104,I
10.0,18.830350000000003,I
10.0,41.595400000000005,I
20.0,126.55681499999999,I
3.0,10.79232,II
5.0,40.61172500000001,I
4.9,27.818329000000002,II
3.0,6.123376875,II
3.0,5.754498750000001,II
1.5,2.371359375,III
0.3,0.9485437499999998,III
2.0,2.0657175,II
3.0,3.2461274999999996,II
4.0,11.242,II
6.0,8.060514,I
3.0,5.817735000000001,II
1.33,1.169983045,III
2.0,3.1477600000000003,II
1.0,5.39616,III
2.0,1.91114,II
1.0,1.039885,III
1.0,5.39616,III
10.0,31.4776,I
25.0,76.586125,I
12.5,40.049625,I
10.0,22.484,I
2.5,9.098993750000002,II
2.0,4.18061875,II
3.0,3.172351875,II
2.0,2.21326875,II
1.0,1.7706149999999998,III
1.0,3.4175679999999993,III
1.5,2.9931824999999996,III
10.0,14.2632875,I
1.5,1.844390625,III
5.0,7.3775625,I
1.5,2.5631760000000003,III
1.5,1.9550540625000001,III
0.75,1.321637625,III
1.0,2.838605,III
0.5,0.29369724999999997,III
30.0,196.45395,I
1.5,5.986364999999999,III
20.0,78.694,I
2.5,1.8566865624999997,II
8.0,26.278175,I
1.0,2.69808,III
1.5,3.6518934374999996,III
1.5,2.265965625,III
1.0,1.5738800000000002,III
2.0,1.3265559999999998,II
1.5,7.5461925,III
1.5,1.433355,III
1.5,3.54123,III
0.5,0.29141371875,III
1.5,0.6608188125,III
2.5,1.3587010937499995,II
3.0,4.57408875,II
0.7,1.8566865624999997,III
2.5,2.6633000625000003,II
1.4,0.5831225399999999,III
3.0,2.779443975000001,II
1.5,2.0657175,III
1.0,1.303369375,III
1.5,1.5861759375,III
1.5,0.7967767499999998,III
1.0,0.4581115,III
3.0,2.0404230000000005,II
0.7,0.6713581875,III
40.0,266.4354,I
80.0,582.3356000000001,I
3.0,9.959709375000001,II
1.1,5.193803999999999,III
5.0,17.8888325,I
4.0,21.039403,II
2.0,9.83675,II
3.5,15.232207375000003,II
2.0,10.145904999999999,II
2.0,11.607365,II
0.75,7.1288332500000005,III
5.0,31.9694375,I
5.0,47.339359375,I
3.0,18.075028125000003,II
2.0,11.558181250000002,II
5.0,33.9086825,I
1.0,4.5530100000000004,III
8.0,61.302626000000004,I
1.0,7.303786874999999,III
2.0,14.0525,II
1.0,5.533171875,III
1.0,2.1359800000000004,III
3.0,10.43398125,II
3.0,19.14372075,II
2.0,7.0965125,II
1.9,10.9575774,III
2.0,8.971116,II
1.0,1.1860310000000003,III
5.0,21.9219,I
2.0,6.1409425,II
0.75,3.5243670000000007,III
2.0,8.437121,II
0.6,1.6340247,III
1.0,3.5777665,III
0.75,2.0657175,III
1.0,1.7214312499999997,III
2.0,0.0,II
2.0,9.932307,II
6.0,30.277516499999997,I
6.0,37.0058535,I
1.0,2.5097765,III
2.0,6.40794,II
4.0,9.0638625,II
1.0,2.230834375,III
1.5,8.009925,III
0.5,1.4491640625,III
2.5,13.283125625,II
1.0,3.3444949999999998,III
4.0,17.194639,II
5.0,30.24800625,I
4.0,15.592653999999998,II
4.0,15.058659,II
8.0,40.583619999999996,I
8.0,40.156424,I
25.0,110.312125,I
0.6,1.5492881250000001,III
0.5,1.5984718749999998,III
0.7,2.237860625,III
2.5,8.410421249999999,II
2.5,8.410421249999999,II
5.0,24.45135,I
1.5,7.335405000000001,III
1.8,9.207198,III
1.0,2.1359800000000004,III
1.0,5.0589,III
1.5,9.664606875,III
